image_name,modality,gt_count,pred_count,abs_error,tp,fp,fn,precision,recall,f1
DJI_20260621190747_0004_T.JPG,thermal,66,117,51,59,58,7,0.5043,0.8939,0.6448
DJI_20260621190803_0006_T.JPG,thermal,10,15,5,7,8,3,0.4667,0.7,0.56
DJI_20260621190900_0005_T.JPG,thermal,25,8,17,5,3,20,0.625,0.2,0.303
DJI_20260621190910_0006_T.JPG,thermal,59,143,84,56,87,3,0.3916,0.9492,0.5545
